video_id,sid_1,sid_2,sid_3,sid_4
1359,13,6,14,1
1360,24,6,12,15
1361,7,9,17,30
1362,18,5,7,4
1363,3,2,17,28
1364,18,28,7,2
1365,27,2,1,26
1366,3,25,29,15
1367,9,6,28,19
1368,26,22,7,28
1369,24,6,24,26
1370,25,9,5,11
1371,14,31,8,12
1372,6,0,21,12
1373,27,10,27,6
1374,12,31,29,18
1375,13,17,0,23
1376,13,22,26,2
1377,12,20,17,23
1378,23,6,30,28
1379,24,21,23,30
1380,18,6,18,22
1381,31,22,7,15
1382,12,17,29,7
1383,25,22,24,17
1384,8,22,0,31
1385,8,27,17,3
1386,20,13,24,22
1387,15,26,18,11
1388,11,13,18,0
1389,31,9,26,19
1390,19,22,8,27
1391,22,10,9,14
1392,15,13,2,12
1393,9,28,24,24
1394,1,14,15,14
1395,2,3,3,6
1396,14,16,11,3
1397,24,24,11,11
1398,16,20,24,2
1399,24,24,15,5
1400,18,0,31,21
1401,26,18,30,9
1402,1,28,14,9
1403,3,1,24,15
1404,31,28,30,18
1405,19,22,24,2
1406,24,1,17,6
1407,27,19,2,24
1408,26,28,30,15
1409,18,6,5,11
1410,14,14,14,23
1411,26,7,28,15
1412,7,3,1,22
1413,18,28,23,9
1414,25,9,14,10
1415,0,7,11,0
1416,20,10,28,19
1417,8,22,18,9
1418,4,8,25,0
1419,17,1,18,31
1420,31,6,3,6
1421,5,24,3,28
1422,25,28,11,0
1423,3,9,31,9
1424,4,16,3,12
1425,22,2,17,15
1426,8,30,5,28
1427,0,24,14,6
1428,25,22,31,12
1429,8,20,28,30
1430,31,18,14,31
1431,9,2,4,21
1432,4,31,6,7
1433,8,9,18,28
1434,9,7,31,29
1435,27,27,22,18
1436,13,10,1,18
1437,5,10,15,11
1438,22,22,24,26
1439,7,27,12,30
1440,28,17,25,23
1441,25,30,5,28
1442,11,12,14,17
1443,26,7,14,15
1444,22,19,10,10
1445,13,28,0,9
1446,31,22,15,18
1447,18,15,8,0
1448,9,31,7,15
1449,3,28,6,3
1450,20,8,8,25
1451,24,28,5,19
1452,24,19,7,2
1453,14,31,1,28
1454,7,20,30,11
1455,5,14,27,18
1456,20,6,31,28
1457,7,0,28,22
1458,2,31,2,10
1459,26,6,26,17
1460,8,21,18,26
1461,24,10,7,31
1462,14,3,16,10
1463,5,25,27,29
1464,28,17,29,16
1465,0,31,7,11
1466,25,24,7,31
1467,3,9,5,12
1468,9,10,16,16
1469,0,1,16,11
1470,13,8,24,6
1471,25,30,5,18
1472,3,28,20,30
1473,9,2,24,9
1474,0,2,7,28
1475,4,8,0,12
1476,16,2,5,1
1477,3,9,11,18
1478,1,22,18,28
1479,18,13,4,1
1480,25,28,5,26
1481,25,28,17,15
1482,9,24,18,28
1483,14,3,16,5
1484,9,7,11,21
1485,16,13,31,12
1486,2,20,20,29
1487,17,11,4,1
1488,8,9,4,21
1489,28,13,28,0
1490,30,29,23,3
1491,13,3,11,12
1492,25,10,4,4
1493,4,11,11,22
1494,24,7,13,30
1495,26,22,15,26
1496,0,19,22,14
1497,12,1,12,8
1498,2,9,0,26
1499,16,20,18,29
1500,20,11,22,26
1501,3,6,13,21
1502,27,8,3,31
1503,16,18,30,4
1504,16,1,15,30
1505,15,7,0,6
1506,25,18,6,18
1507,8,3,24,29
1508,26,0,15,28
1509,25,31,18,24
1510,12,9,6,7
1511,9,15,3,6
1512,26,0,10,21
1513,13,15,2,3
1514,24,7,31,18
1515,15,3,5,11
1516,13,20,26,19
1517,0,1,31,11
1518,25,18,11,30
1519,16,13,3,10
1520,9,30,18,5
1521,11,22,24,22
1522,28,16,22,14
1523,16,6,18,18
1524,15,31,12,30
1525,3,6,14,29
1526,31,8,5,11
1527,17,25,8,23
1528,21,11,15,14
1529,24,21,24,31
1530,24,8,14,28
1531,22,24,16,30
1532,9,7,17,15
1533,25,19,24,4
1534,0,6,16,30
1535,23,22,27,0
1536,7,9,11,4
1537,14,1,21,29
1538,0,6,15,9
1539,31,24,23,12
1540,16,10,6,14
1541,7,31,1,4
1542,20,24,3,11
1543,31,25,17,16
1544,11,24,10,1
1545,9,25,17,2
1546,3,15,13,28
1547,0,30,26,5
1548,31,3,17,26
1549,25,10,15,26
1550,9,0,3,6
1551,7,27,12,1
1552,14,0,16,4
1553,26,10,6,10
1554,16,15,14,18
1555,5,28,18,19
1556,14,20,21,29
1557,24,19,11,0
1558,6,13,9,2
1559,25,6,30,26
1560,31,18,6,18
1561,15,0,18,19
1562,18,22,24,22
1563,0,1,6,1
1564,26,30,11,18
1565,18,6,7,31
1566,4,8,26,17
1567,25,0,7,19
1568,8,6,11,19
1569,31,0,17,1
1570,0,0,30,17
1571,9,3,5,6
1572,15,5,11,9
1573,16,24,14,12
1574,23,4,18,6
1575,2,17,10,22
1576,28,6,4,25
1577,4,15,27,5
1578,22,6,19,28
1579,18,22,8,2
1580,22,26,15,29
1581,13,31,2,30
1582,13,7,31,6
1583,8,6,5,11
1584,15,24,3,12
1585,1,31,18,13
1586,14,3,12,31
1587,9,18,30,26
1588,14,1,12,12
1589,6,27,9,7
1590,21,0,29,19
1591,0,3,11,23
1592,5,6,30,1
1593,3,10,23,18
1594,14,21,0,5
1595,16,30,14,31
1596,16,14,8,18
1597,9,7,31,4
1598,1,9,8,14
1599,18,10,19,17
1600,17,20,22,22
1601,20,9,10,28
1602,19,6,27,25
1603,13,6,14,6
1604,26,19,31,24
1605,3,7,1,18
1606,18,18,31,26
1607,15,10,1,3
1608,22,16,0,9
1609,11,15,6,31
1610,11,21,2,9
1611,11,13,10,2
1612,12,13,11,0
1613,25,22,26,28
1614,30,11,9,2
1615,5,28,27,31
1616,23,9,30,17
1617,14,6,22,12
1618,20,10,16,22
1619,20,25,23,5
1620,0,22,17,11
1621,1,13,31,3
1622,24,6,7,19
1623,0,15,10,4
1624,26,28,10,28
1625,1,16,5,26
1626,16,6,8,26
1627,0,28,18,5
1628,25,25,17,10
1629,27,11,7,2
1630,18,2,28,4
1631,9,30,11,15
1632,28,9,20,14
1633,20,25,17,18
1634,12,6,15,16
1635,24,18,3,21
1636,7,20,10,25
1637,1,8,5,1
1638,14,10,1,12
1639,29,6,20,8
1640,18,10,28,9
1641,20,18,15,18
1642,20,10,11,19
1643,31,22,17,31
1644,22,16,1,10
1645,3,18,28,26
1646,20,18,10,9
1647,27,11,2,29
1648,3,19,6,30
1649,28,9,23,28
1650,20,12,0,10
1651,5,2,7,25
1652,1,13,6,3
1653,20,3,12,4
1654,11,8,17,22
1655,25,10,26,1
1656,12,19,25,6
1657,26,2,11,15
1658,14,1,22,17
1659,24,28,17,1
1660,16,3,28,30
1661,24,0,11,2
1662,31,30,8,22
1663,8,9,11,9
1664,8,6,14,19
1665,25,22,7,31
1666,31,24,15,4
1667,22,19,5,0
1668,16,18,1,5
1669,0,6,26,2
1670,13,15,1,1
1671,13,7,31,16
1672,28,6,6,9
1673,13,12,13,15
1674,15,2,18,11
1675,5,10,13,2
1676,6,23,15,23
1677,16,16,1,22
1678,9,28,4,17
1679,12,8,19,16
1680,5,14,31,18
1681,31,12,7,29
1682,5,3,30,9
1683,4,16,0,2
1684,0,6,7,4
1685,9,9,24,16
1686,5,28,5,26
1687,9,22,11,11
1688,5,21,7,26
1689,20,24,27,3
1690,26,6,28,17
1691,28,27,25,9
1692,18,6,11,21
1693,12,8,16,9
1694,6,7,1,22
1695,14,5,16,2
1696,13,22,26,14
1697,15,9,12,19
1698,24,18,13,12
1699,18,28,26,9
1700,28,19,0,0
1701,30,8,20,16
1702,0,0,10,9
1703,11,12,15,1
1704,31,15,14,24
1705,18,30,14,28
1706,0,26,4,4
1707,14,17,4,22
1708,24,0,0,15
1709,0,15,1,24
1710,25,22,30,4
1711,19,15,27,4
1712,9,28,12,4
1713,25,10,17,15
1714,12,4,28,8
1715,24,0,24,13
1716,25,6,18,21
1717,28,0,29,1
1718,0,22,24,11
1719,31,10,30,11
1720,1,25,18,18
1721,11,7,15,22
1722,0,10,8,26
1723,17,12,23,3
1724,18,15,14,12
1725,2,17,20,24
1726,22,27,10,12
1727,25,6,18,26
1728,27,5,7,6
1729,16,25,18,11
1730,26,20,14,0
1731,8,13,24,24
1732,18,15,15,26
1733,6,5,22,4
1734,1,27,28,4
1735,27,6,27,26
1736,12,2,18,4
1737,13,20,5,9
1738,13,27,4,7
1739,0,15,4,1
1740,0,15,4,18
1741,7,0,5,9
1742,22,4,11,0
1743,6,8,9,10
1744,14,26,19,22
1745,22,10,6,9
1746,18,2,7,9
1747,3,19,4,11
1748,15,28,18,4
1749,2,13,16,24
1750,12,3,16,26
1751,13,10,23,5
1752,18,25,31,19
1753,19,8,26,4
1754,2,10,9,21
1755,1,12,28,28
1756,30,11,20,23
1757,16,24,23,28
1758,5,15,31,12
1759,31,31,3,28
1760,8,19,22,24
1761,14,0,15,17
1762,31,21,11,25
1763,7,27,5,14
1764,26,31,18,24
1765,25,13,15,30
1766,31,3,2,6
1767,19,29,3,8
1768,16,18,8,26
1769,16,24,15,28
1770,4,14,21,22
1771,0,0,18,19
1772,20,24,15,19
1773,8,14,15,9
1774,9,6,28,16
1775,15,9,0,5
1776,21,31,20,4
1777,0,31,5,25
1778,31,24,10,10
1779,13,15,24,6
1780,20,15,0,1
1781,31,13,31,13
1782,3,31,4,25
1783,7,27,17,19
1784,0,3,13,2
1785,25,3,4,30
1786,7,25,27,11
1787,21,15,10,24
1788,1,13,0,12
1789,31,31,30,26
1790,31,7,7,4
1791,25,22,0,25
1792,13,13,10,16
1793,31,13,14,26
1794,7,25,22,28
1795,25,22,18,21
1796,15,12,3,1
1797,13,6,14,12
1798,11,13,1,11
1799,31,25,17,17
1800,1,2,8,14
1801,5,22,18,5
1802,31,5,3,26
1803,13,31,22,13
1804,17,0,12,13
1805,16,27,30,1
1806,13,0,18,11
1807,31,15,28,31
1808,1,22,30,24
1809,3,15,7,15
1810,21,6,8,23
1811,19,14,26,30
1812,5,4,7,21
1813,11,14,16,10
1814,5,2,30,25
1815,12,0,29,31
1816,18,22,14,26
1817,26,22,17,26
1818,9,30,11,6
1819,4,12,29,8
1820,3,3,31,5
1821,7,9,8,31
1822,12,13,29,29
1823,24,31,28,3
1824,18,28,7,2
1825,6,11,23,8
1826,25,28,14,6
1827,11,8,7,25
1828,14,13,16,25
1829,25,22,18,12
1830,11,12,0,0
1831,9,15,28,26
1832,31,25,24,30
1833,1,5,2,26
1834,24,24,23,22
1835,29,17,2,29
1836,18,19,26,6
1837,20,15,17,16
1838,20,5,23,21
1839,13,21,17,4
1840,11,8,29,5
1841,12,21,13,12
1842,11,21,4,31
1843,31,24,16,11
1844,21,5,6,8
1845,31,25,10,5
1846,16,31,24,13
1847,26,22,0,19
1848,9,15,1,24
1849,26,28,3,16
1850,31,28,11,29
1851,11,28,26,30
1852,13,15,17,14
1853,22,20,20,30
1854,12,19,3,29
1855,7,6,4,6
1856,18,6,13,9
1857,25,18,14,17
1858,20,10,12,17
1859,13,9,4,15
1860,24,1,12,22
1861,17,22,27,24
1862,0,25,16,16
1863,3,3,29,5
1864,0,2,5,4
1865,18,14,17,0
1866,1,10,29,5
1867,7,31,0,28
1868,29,26,22,22
1869,13,13,8,31
1870,26,28,28,28
1871,11,25,17,6
1872,31,9,16,26
1873,22,1,8,28
1874,11,0,11,2
1875,12,0,5,0
1876,11,19,1,25
1877,9,9,11,12
1878,9,30,24,11
1879,1,31,3,26
1880,26,18,23,31
1881,22,9,29,9
1882,9,5,5,5
1883,26,26,3,9
1884,9,22,23,11
1885,1,21,23,9
1886,1,22,29,4
1887,9,30,24,3
1888,14,16,13,26
1889,25,24,23,22
1890,12,30,17,29
1891,8,25,5,15
1892,16,27,22,13
1893,22,6,26,6
1894,31,7,16,9
1895,18,18,13,3
1896,24,2,24,11
1897,18,15,3,4
1898,0,28,7,18
1899,9,14,12,12
1900,7,9,12,24
1901,18,22,18,0
1902,6,6,9,2
1903,23,4,23,15
1904,3,31,18,15
1905,20,9,14,12
1906,1,21,1,18
1907,5,24,17,19
1908,20,13,15,9
1909,1,21,14,12
1910,12,16,11,12
1911,7,7,27,12
1912,28,27,0,18
1913,8,20,17,19
1914,18,6,10,26
1915,22,14,29,22
1916,31,22,3,24
1917,5,28,27,3
1918,25,31,19,2
1919,24,18,3,19
1920,31,19,22,30
1921,3,20,21,24
1922,12,20,12,23
1923,12,10,26,16
1924,14,10,30,1
1925,3,0,6,26
1926,0,14,4,24
1927,8,24,10,4
1928,18,19,23,14
1929,8,27,11,19
1930,16,3,2,18
1931,9,10,22,18
1932,11,24,24,23
1933,25,21,28,4
1934,12,18,17,4
1935,31,18,31,3
1936,31,13,11,15
1937,1,6,17,30
1938,31,13,15,19
1939,6,25,4,22
1940,15,24,7,12
1941,3,0,14,10
1942,31,22,3,15
1943,23,26,17,26
1944,26,28,31,17
1945,0,10,10,19
1946,16,24,14,31
1947,15,10,17,18
1948,11,11,8,5
1949,0,1,16,17
1950,11,3,28,25
1951,25,31,30,2
1952,26,28,22,24
1953,14,18,22,17
1954,13,6,14,18
1955,9,19,11,15
1956,14,8,0,17
1957,2,1,20,10
1958,9,30,10,1
1959,1,2,20,10
1960,14,19,23,17
1961,11,7,30,25
1962,3,2,9,21
1963,9,22,17,19
1964,6,31,16,8
1965,8,24,18,22
1966,16,31,13,5
1967,22,6,10,1
1968,4,1,26,2
1969,22,22,6,3
1970,15,5,23,31
1971,31,27,26,17
1972,3,22,11,0
1973,0,6,14,22
1974,5,15,28,6
1975,15,20,15,15
1976,2,17,23,22
1977,12,2,16,2
1978,0,9,6,0
1979,23,18,2,0
1980,7,9,2,31
1981,11,30,18,1
1982,25,30,7,11
1983,12,3,18,14
1984,31,22,5,18
1985,8,18,15,25
1986,27,22,6,7
1987,9,6,31,26
1988,17,25,8,17
1989,31,24,28,6
1990,22,26,17,3
1991,31,25,26,30
1992,11,9,0,26
1993,29,11,2,8
1994,20,6,30,10
1995,8,28,8,21
1996,6,8,9,19
1997,13,8,12,17
1998,1,20,4,4
1999,4,4,22,10
2000,16,24,23,5
2001,23,2,27,3
2002,14,21,4,5
2003,3,18,24,1
2004,1,26,17,18
2005,11,16,4,16
2006,25,9,26,12
2007,9,10,4,2
2008,5,25,15,30
2009,9,30,17,15
2010,11,0,17,19
2011,8,30,13,22
2012,13,21,11,5
2013,9,7,7,26
2014,3,22,10,26
2015,5,28,10,24
2016,0,30,18,2
2017,17,31,19,13
2018,12,26,6,3
2019,18,24,24,26
2020,8,25,27,3
2021,15,24,11,9
2022,8,15,12,17
2023,16,9,12,15
2024,0,0,14,17
2025,22,9,1,0
2026,14,24,21,5
2027,2,13,17,4
2028,31,3,28,12
2029,0,6,6,26
2030,29,0,9,8
2031,6,0,0,10
2032,27,5,4,14
2033,16,18,6,16
2034,19,8,1,11
2035,13,14,1,31
2036,20,22,8,31
2037,9,3,4,18
2038,12,6,5,6
2039,31,9,18,22
2040,31,25,30,26
2041,2,5,21,9
2042,31,9,16,17
2043,21,18,25,8
2044,12,16,26,12
2045,18,7,22,24
2046,3,7,3,21
2047,0,21,17,22
2048,0,5,2,22
2049,2,5,16,29
2050,31,22,18,3
2051,24,20,13,0
2052,18,30,17,2
2053,14,14,6,14
2054,30,23,25,22
2055,13,30,31,22
2056,9,14,31,10
2057,5,25,1,31
2058,22,8,2,23
2059,26,3,11,22
2060,13,31,4,15
2061,16,18,17,14
2062,0,30,10,10
2063,13,12,5,2
2064,15,6,18,11
2065,13,5,26,2
2066,1,21,28,1
2067,25,14,8,26
2068,7,13,17,23
2069,26,28,3,21
2070,23,6,14,25
2071,0,0,14,5
2072,14,12,22,16
2073,8,27,17,19
2074,6,5,13,29
2075,31,6,18,28
2076,29,17,0,7
2077,25,15,7,5
2078,15,24,7,22
2079,0,14,23,6
2080,26,25,10,0
2081,18,7,24,15
2082,15,11,14,6
2083,24,13,11,14
2084,1,27,24,29
2085,2,16,16,25
2086,3,28,10,24
2087,7,28,18,19
2088,23,10,15,4
2089,25,24,15,17
2090,5,25,11,17
2091,14,19,18,5
2092,7,9,12,7
2093,27,0,12,9
2094,31,7,13,15
2095,14,9,12,0
2096,20,18,14,14
2097,8,2,4,18
2098,6,6,19,8
2099,14,5,18,14
2100,11,28,10,21
2101,21,18,5,0
2102,9,9,18,28
2103,12,8,16,23
2104,15,18,11,3
2105,24,24,31,11
2106,18,7,4,22
2107,11,13,22,18
2108,4,8,10,17
2109,9,22,14,28
2110,25,26,26,26
2111,25,3,1,9
2112,31,13,26,21
2113,7,18,2,22
2114,13,15,21,29
2115,1,24,8,4
2116,15,14,16,31
2117,20,25,16,21
2118,27,4,18,12
2119,24,10,5,10
2120,31,6,28,19
2121,17,2,6,10
2122,14,23,19,30
2123,31,3,8,21
2124,25,10,23,28
2125,24,22,17,12
2126,1,21,1,9
2127,24,21,10,18
2128,7,15,4,24
2129,20,30,17,3
2130,0,0,18,28
2131,18,6,1,21
2132,16,26,15,4
2133,3,6,30,1
2134,20,24,18,19
2135,26,30,23,22
2136,25,22,18,12
2137,5,13,8,18
2138,26,3,7,1
2139,23,1,12,2
2140,1,19,11,6
2141,1,6,16,15
2142,8,28,28,16
2143,25,6,7,28
2144,5,22,31,28
2145,5,10,11,19
2146,17,9,8,19
2147,23,11,27,30
2148,2,16,20,1
2149,3,0,6,6
2150,20,24,23,17
2151,31,14,12,12
2152,4,4,17,17
2153,12,20,8,8
2154,25,9,7,4
2155,5,3,17,15
2156,15,19,18,2
2157,12,27,6,18
2158,28,26,29,2
2159,25,30,7,21
2160,7,13,28,31
2161,1,3,15,9
2162,14,27,0,7
2163,26,6,5,24
2164,8,25,27,1
2165,11,13,31,22
2166,1,28,3,26
2167,12,31,19,12
2168,0,1,23,25
2169,9,28,7,11
2170,25,10,15,19
2171,29,27,21,13
2172,17,6,16,14
2173,22,6,15,15
2174,3,22,19,21
2175,15,13,17,19
2176,15,22,15,19
2177,1,14,14,25
2178,9,5,30,19
2179,2,9,19,3
2180,25,3,10,0
2181,24,19,4,14
2182,25,9,26,19
2183,12,15,17,5
2184,11,19,28,0
2185,5,22,30,21
2186,16,2,31,9
2187,28,12,13,4
2188,2,31,8,1
2189,21,11,29,25
2190,31,22,23,31
2191,19,4,9,27
2192,18,9,23,21
2193,20,27,1,0
2194,9,10,18,28
2195,9,30,15,15
2196,0,5,23,0
2197,18,7,20,26
2198,18,28,4,29
2199,9,9,24,9
2200,11,3,12,9
2201,12,21,4,5
2202,1,2,15,10
2203,13,6,7,14
2204,26,2,15,0
2205,26,10,17,6
2206,3,15,31,5
2207,7,14,15,0
2208,12,0,4,12
2209,25,22,23,11
2210,20,27,3,26
2211,5,30,30,29
2212,13,7,9,18
2213,11,28,24,9
2214,9,7,7,2
2215,8,31,5,10
2216,9,14,3,4
2217,26,18,11,18
2218,16,30,8,2
2219,25,6,7,31
2220,20,10,10,10
2221,26,22,10,15
2222,18,0,23,29
2223,31,25,11,21
2224,16,10,28,31
2225,14,28,29,31
2226,5,30,13,1
2227,31,15,10,1
2228,0,0,18,11
2229,11,6,14,9
2230,26,22,17,21
2231,21,5,8,23
2232,5,18,18,22
2233,26,2,17,0
2234,9,24,26,3
2235,12,12,22,25
2236,9,22,24,5
2237,16,18,10,30
2238,9,30,3,0
2239,0,22,0,6
2240,1,0,3,11
2241,9,28,12,2
2242,7,24,27,5
2243,14,23,12,8
2244,9,0,3,21
2245,1,13,29,19
2246,7,5,14,31
2247,16,27,13,11
2248,31,25,28,26
2249,16,19,24,24
2250,26,14,7,11
2251,31,24,15,26
2252,20,9,13,28
2253,8,9,11,10
2254,16,19,15,14
2255,16,30,19,13
2256,8,28,24,25
2257,13,7,8,8
2258,1,3,14,18
2259,12,2,19,16
2260,11,8,5,12
2261,25,31,31,28
2262,18,31,30,2
2263,1,9,24,28
2264,25,0,12,14
2265,8,25,11,17
2266,18,2,23,31
2267,3,9,31,12
2268,16,18,15,14
2269,19,6,15,17
2270,13,5,23,30
2271,8,22,17,9
2272,21,14,2,12
2273,14,20,4,22
2274,17,8,3,18
2275,9,25,11,21
2276,25,3,4,4
2277,0,22,11,12
2278,20,24,10,10
2279,14,6,16,2
2280,31,7,15,26
2281,0,24,17,9
2282,26,9,15,21
2283,13,10,16,31
2284,24,19,16,25
2285,18,9,13,21
2286,24,22,31,26
2287,14,12,16,14
2288,24,6,11,6
2289,9,28,8,18
2290,20,24,15,2
2291,11,27,4,12
2292,26,5,15,30
2293,9,30,23,11
2294,9,25,5,31
2295,16,10,12,6
2296,11,25,12,10
2297,30,6,4,8
2298,11,12,28,22
2299,5,24,23,4
2300,9,28,12,21
2301,26,25,11,0
2302,0,22,11,14
2303,29,29,25,10
2304,11,28,3,17
2305,31,5,28,16
2306,9,25,0,4
2307,3,26,15,26
2308,3,9,3,23
2309,29,31,21,8
2310,20,22,17,9
2311,22,27,19,24
2312,8,25,4,21
2313,30,1,25,3
2314,25,24,0,28
2315,25,22,10,28
2316,25,24,24,5
2317,13,10,18,18
2318,18,14,6,0
2319,3,0,6,31
2320,25,9,24,12
2321,27,6,11,1
2322,21,12,4,0
2323,11,15,4,25
2324,5,3,10,26
2325,23,6,30,11
2326,0,22,3,31
2327,18,10,26,19
2328,14,20,1,22
2329,13,31,11,4
2330,16,25,1,26
2331,16,22,18,26
2332,17,13,31,9
2333,8,20,27,26
2334,26,0,18,14
2335,16,24,26,30
2336,20,24,28,18
2337,3,24,14,11
2338,3,7,10,12
2339,16,26,19,18
2340,13,2,15,23
2341,19,1,21,24
2342,8,31,11,29
2343,31,6,17,26
2344,11,10,15,31
2345,5,5,15,4
2346,18,15,14,15
2347,2,21,20,7
2348,16,22,0,11
2349,25,22,7,28
2350,13,15,31,11
2351,6,16,6,10
2352,26,15,3,15
2353,18,0,15,26
2354,8,13,3,17
2355,8,3,7,29
2356,26,6,17,31
2357,13,10,13,4
2358,25,30,17,0
2359,1,9,18,9
2360,6,23,8,27
2361,16,16,29,14
2362,11,25,7,6
2363,21,16,27,8
2364,12,1,21,2
2365,31,2,15,0
2366,11,12,22,19
2367,16,7,30,5
2368,6,14,25,17
2369,25,0,3,14
2370,20,20,13,18
2371,13,13,12,19
2372,11,15,2,1
2373,19,4,17,25
2374,19,16,31,9
2375,24,0,16,21
2376,17,9,21,15
2377,11,2,0,16
2378,11,7,22,1
2379,7,9,27,13
2380,18,30,26,3
2381,8,6,14,26
2382,31,22,30,1
2383,29,18,19,12
2384,15,10,0,21
2385,20,25,27,1
2386,11,25,4,28
2387,0,22,30,1
2388,0,21,24,29
2389,25,14,8,26
2390,27,6,0,9
2391,22,7,15,29
2392,8,26,24,31
2393,20,24,10,10
2394,22,22,24,23
2395,2,10,12,24
2396,25,22,15,26
2397,1,13,23,3
2398,16,2,14,22
2399,29,18,20,23
2400,22,31,15,15
2401,17,12,14,16
2402,0,3,4,4
2403,20,3,5,25
2404,27,21,11,31
2405,30,4,29,8
2406,16,18,23,4
2407,21,2,23,3
2408,25,28,30,31
2409,13,0,4,29
2410,0,28,31,1
2411,13,18,14,0
2412,15,18,27,28
2413,12,0,28,22
2414,1,7,10,10
2415,22,27,29,2
2416,31,22,24,22
2417,0,22,17,21
2418,5,24,2,5
2419,18,10,30,1
2420,20,20,31,21
2421,9,2,31,21
2422,31,18,17,18
2423,19,4,4,0
2424,3,4,31,10
2425,19,8,27,14
2426,25,0,15,26
2427,1,25,22,1
2428,19,6,7,9
2429,15,9,5,0
2430,23,4,23,15
2431,15,6,10,14
2432,25,22,14,26
2433,31,20,11,0
2434,8,25,27,22
2435,2,31,0,8
2436,2,2,4,17
2437,7,10,30,31
2438,14,0,13,4
2439,27,11,27,8
2440,3,7,26,11
2441,13,22,16,5
2442,22,16,17,24
2443,20,18,30,22
2444,31,6,23,24
2445,2,27,9,29
2446,11,13,4,0
2447,25,15,23,28
2448,12,5,21,5
2449,25,31,31,31
2450,9,25,30,10
2451,9,24,4,28
2452,0,10,26,29
2453,18,30,11,29
2454,1,2,8,2
2455,9,22,24,1
2456,1,7,2,23
2457,13,6,17,28
2458,0,28,10,24
2459,13,26,10,9
2460,0,15,14,0
2461,19,15,26,22
2462,26,30,10,28
2463,8,10,0,24
2464,2,13,9,24
2465,1,1,10,1
2466,15,25,5,1
2467,0,1,8,14
2468,25,24,23,28
2469,9,22,16,1
2470,8,1,2,1
2471,20,25,27,17
2472,9,31,28,28
2473,7,20,1,17
2474,20,9,4,15
2475,9,15,17,12
2476,0,6,8,31
2477,4,8,23,22
2478,4,8,22,31
2479,25,26,18,26
2480,24,9,26,0
2481,0,6,11,31
2482,31,10,6,3
2483,14,18,22,25
2484,18,28,4,29
2485,15,26,18,25
2486,16,10,6,5
2487,17,20,1,11
2488,26,30,24,0
2489,0,6,11,2
2490,15,24,2,1
2491,21,13,16,23
2492,16,3,15,3
2493,4,4,26,10
2494,11,16,24,4
2495,6,16,27,28
2496,20,31,3,15
2497,15,28,31,19
2498,11,0,12,4
2499,31,3,2,30
2500,14,31,13,10
2501,16,26,12,11
2502,20,20,12,25
2503,6,2,22,5
2504,14,31,15,1
2505,25,9,14,4
2506,31,3,4,9
2507,30,31,19,25
2508,7,8,12,4
2509,1,8,12,1
2510,6,0,20,3
2511,11,31,13,9
2512,0,20,24,2
2513,8,7,18,4
2514,9,25,5,25
2515,31,24,26,1
2516,25,2,11,6
2517,31,14,16,16
2518,25,21,7,10
2519,0,18,3,21
2520,9,7,8,15
2521,30,24,9,18
2522,24,5,0,28
2523,1,22,6,6
2524,14,0,22,12
2525,8,13,14,28
2526,9,15,0,4
2527,7,1,15,15
2528,11,6,14,23
2529,23,1,18,24
2530,16,20,15,26
2531,25,0,5,28
2532,9,28,17,4
2533,28,1,9,0
2534,31,24,22,18
2535,16,26,26,23
2536,8,2,3,31
2537,13,21,5,5
2538,11,8,23,29
2539,8,18,14,11
2540,20,25,15,21
2541,26,15,11,17
2542,0,22,16,26
2543,0,24,24,23
2544,14,14,3,14
2545,11,5,10,28
2546,9,22,1,26
2547,11,10,8,18
2548,18,13,24,1
2549,11,3,24,5
2550,13,21,15,6
2551,28,13,7,6
2552,17,9,20,3
2553,0,3,22,24
2554,31,25,17,31
2555,1,25,17,28
2556,11,0,11,5
2557,9,0,12,6
2558,15,5,28,11
2559,28,4,3,12
2560,0,28,24,5
2561,25,22,31,26
2562,7,7,12,25
2563,0,6,15,22
2564,1,30,24,12
2565,23,1,10,30
2566,5,7,13,22
2567,12,19,22,30
2568,31,26,8,25
2569,20,22,31,28
2570,9,14,18,12
2571,11,30,29,13
2572,9,6,18,21
2573,18,1,8,31
2574,0,24,18,19
2575,1,7,1,6
2576,11,15,4,2
2577,15,25,1,6
2578,25,10,10,6
2579,16,18,23,18
2580,7,2,18,29
2581,14,13,25,8
2582,7,30,10,18
2583,13,20,29,11
2584,18,28,31,6
2585,5,25,27,28
2586,3,26,28,17
2587,20,24,14,11
2588,11,31,13,0
2589,19,22,21,2
2590,6,27,9,29
2591,22,19,2,25
2592,31,31,31,3
2593,19,6,30,17
2594,29,23,25,30
2595,0,0,11,5
2596,11,15,31,14
2597,9,0,23,18
2598,11,0,17,18
2599,31,22,7,11
2600,7,9,17,15
2601,8,25,18,17
2602,3,22,6,26
2603,11,12,23,23
2604,3,2,23,15
2605,28,15,8,26
2606,13,31,17,12
2607,14,20,6,14
2608,0,9,12,22
2609,0,10,2,28
2610,12,4,5,30
2611,24,31,11,14
2612,25,16,30,0
2613,24,30,16,25
2614,7,5,12,18
2615,25,5,1,18
2616,20,24,31,2
2617,26,22,11,28
2618,15,20,13,22
2619,24,21,31,1
2620,9,0,11,18
2621,16,25,10,5
2622,11,2,14,24
2623,23,6,14,14
2624,26,6,15,30
2625,11,25,16,28
2626,8,21,18,25
2627,24,2,26,4
2628,24,0,14,14
